,Mkt-Rf,SMB,HML,RMW,CMA,Rf
1989-04-01,0.003914891766992264,-0.0016715962015185798,0.003579636771885079,0.00646786407798591,0.0023091790090932394,0.0004851082330077361
1989-04-03,-0.0021061332815283757,-0.0016446091749195563,0.0007490681662175472,0.006025358707973633,0.0007547305922033665,0.0005061332815283759
1989-04-04,-0.0055851082330077365,0.010868505302739744,-0.006841414894316241,-0.00117750207702588,0.00021267444745954635,0.0004851082330077361
1989-04-06,-0.018785108233007736,0.005821455936226201,-0.012560709981759585,-0.008733792175439955,0.0016322822507956747,0.0004851082330077361
1989-04-07,-0.005085108233007736,0.006522005973675034,-0.007983243975663693,-0.0060824075158920346,0.001704893969068737,0.0004851082330077361
1989-04-08,0.004114891766992264,0.002294789725919718,-0.0039370169168730625,-0.006041231519322182,0.006565130882704928,0.0004851082330077361
1989-04-10,-0.020085108233007735,0.007707266866255546,-0.008844071537194013,-0.007706677921349627,-0.004263569938192182,0.0004851082330077361
1989-04-11,-0.008685108233007735,0.006451882578256739,-0.005231484727389065,-0.006246527114669406,0.0008231610650152638,0.0004851082330077361
1989-04-12,-0.029285108233007735,0.009173543396745925,-0.0075162732317798735,5.372648040946615e-05,0.003467960947896056,0.0004851082330077361
1989-04-13,0.024814891766992263,-0.005426289909895413,0.01262977178507637,0.013674845356046272,-0.00014214909794817848,0.0004851082330077361
1989-04-14,-0.007685108233007736,0.004443259106253264,-0.004908919249134109,0.0008210310853727495,0.0015262253322101483,0.0004851082330077361
1989-04-15,0.005614891766992263,-0.001274465535726687,-0.0027756720767880853,0.0009172043090911342,0.00413485836656881,0.0004851082330077361
1989-04-17,0.012514891766992265,-0.0032929511069889252,0.005943019616013075,0.009411619492050978,-0.004965719402189189,0.0004851082330077361
1989-04-18,-0.0032851082330077365,-0.001075586947538035,-0.004622992931611341,-0.003295991056945419,-0.0013941313150968764,0.0004851082330077361
1989-04-19,-0.002285108233007736,0.0037631789307238685,-0.003266574453238253,0.0007039119285977846,-0.0039037332298395163,0.0004851082330077361
1989-04-20,-0.004985108233007737,0.002339310018178098,-0.003291794930968778,-0.0022046282260270154,-0.005653847016352221,0.0004851082330077361
1989-04-21,-0.006985108233007737,0.002709373014741896,-0.0020211898295762237,0.0016223266159099618,-0.0025161478671451537,0.0004851082330077361
1989-04-22,-0.006685108233007736,0.0016531143451276626,-0.0010023417052281787,0.0034206585294919716,0.0005321865873409576,0.0004851082330077361
1989-04-24,0.007214891766992264,-0.007070480824365427,0.009048214539283745,0.009589270594860509,0.0009339826380781841,0.0004851082330077361
1989-04-25,-0.006085108233007737,-0.0016526416014211551,-0.003222094664126247,0.0017176450400012318,0.0003368388467504262,0.0004851082330077361
1989-04-26,-0.010085108233007735,-0.0012134988322035876,-0.0010056550343807234,-0.00093745081473697,-0.004089226983466756,0.0004851082330077361
1989-04-27,0.0043148917669922635,-0.006246537652094781,0.007605098788960642,0.012204663920019204,-0.0070259773457463665,0.0004851082330077361
1989-04-28,-0.004485108233007736,0.0007177558666840558,-0.008364456840652639,-0.004796891859154981,-0.0009301930883919072,0.0004851082330077361
1989-04-29,0.004914891766992264,-0.0020094345586095896,0.003231131355027642,0.005773090233770914,-0.0004508419958146673,0.0004851082330077361
1989-05-01,0.005514891766992264,0.0014850498720224757,-0.002698539604927339,-0.0016035319516361285,-0.007369156526355552,0.0004851082330077361
1989-05-02,-0.005885108233007736,0.003321343219573527,0.0009045083739171065,-0.0006706843424268997,-0.007096752615879587,0.0004851082330077361
1989-05-03,-0.008385108233007737,-0.0018361268694176676,-0.007591798034635051,-0.0013857269536264047,-0.003621908315043957,0.0004851082330077361
1989-05-04,0.008214891766992263,-0.004017396278094862,0.006885924620278415,0.006897869963466804,0.0036226501647741204,0.0004851082330077361
1989-05-06,0.007114891766992264,0.0016564022238430966,0.002026635226827472,0.000921992787727686,-0.001871439507714361,0.0004851082330077361
1989-05-08,-0.005185108233007735,0.000811203671257732,0.0009810184135063764,-0.0009417944782703063,-0.0028196266967139036,0.0004851082330077361
1989-05-09,0.005514891766992264,0.0020469096938091533,0.0031151471463813822,0.003572733419031062,0.0017397181017556498,0.0004851082330077361
1989-05-10,0.0005148917669922639,0.0006697722200222786,0.0005403711903514438,-0.003526406374978923,0.004285206672826095,0.0004851082330077361
1989-05-11,-0.005985108233007737,0.001330002260953037,-0.0037979888312616216,0.0005099766445000008,-0.001612892795618972,0.0004851082330077361
1989-05-13,-0.006985108233007737,-0.0016979259830467094,-0.0030841178104026247,-0.004985468029259524,0.005849150516059967,0.0004851082330077361
1989-05-15,-0.013885108233007737,0.005407825611785678,-0.00440321903653439,-0.004056365340188221,-0.00107684597321679,0.0004851082330077361
1989-05-16,-0.002285108233007736,0.00034124359872737126,0.005200377509321003,-0.0008339343123538955,0.000456278823327258,0.0004851082330077361
1989-05-17,0.002714891766992264,-0.004007883369042688,0.005369964272653974,0.0030386519301151458,0.0029008361971136105,0.0004851082330077361
1989-05-18,-0.002085108233007736,-0.005377730074967238,0.006232406296719036,0.003264626938927621,-0.00038318509644930544,0.0004851082330077361
1989-05-19,0.006814891766992264,-0.003016794005620682,0.005988538698991399,0.001559680048378264,-0.00023691965422594115,0.0004851082330077361
1989-05-20,0.0030148917669922635,-0.0018832468499587003,0.001659589087460043,-0.00024120697017837806,0.002693336252165622,0.0004851082330077361
1989-05-22,-0.007716458665731379,0.0008276181280022807,0.00042549576590224453,-0.0005682048917480089,-0.0008506414789822662,0.0003164586657313784
1989-05-23,-0.006285108233007736,0.004254999517155477,-0.0031582029917663276,0.0014301063684804115,0.0030674012615924586,0.0004851082330077361
1989-05-24,0.010762535629636716,0.0007462449109801201,0.0023851467479942892,0.003953240236055579,-0.005374800692889013,0.0005374643703632831
1989-05-25,-0.005609626699584987,0.0019452161257683843,-0.0020871583869263,-0.0002816345189256119,0.0019336633511943284,0.0005096266995849863
1989-05-26,0.0052043653802162524,-0.004517572291834477,0.0007383490724541962,0.0016870096063531603,-0.005044141751869029,0.0004956346197837469
1989-05-27,0.0022043653802162532,-0.0007729790167898682,0.002565738485171047,0.003980348788738871,0.002595196849151096,0.0004956346197837469
1989-05-29,-0.001385108233007736,8.020300881630336e-05,-0.004333264565783082,0.00027453507935042663,-0.004743548863030552,0.0004851082330077361
1989-05-30,0.0004148917669922639,0.0005086655502973432,0.0010723548931446565,0.004655890548863567,-0.0020979736272197045,0.0004851082330077361
1989-05-31,-0.006285108233007736,-0.001088356823798777,-0.0055126368282292755,-0.005629766343091562,-0.003598822332219689,0.0004851082330077361
1989-06-01,-0.000785108233007736,-0.0022944528041007515,0.0017247857318792145,0.0005180882152307003,-0.0025977978258812035,0.0004851082330077361
1989-06-02,-0.008485108233007736,-0.0012241861019368979,0.001268222303945841,0.004079552770015317,-0.001058049018267125,0.0004851082330077361
1989-06-03,-0.004685108233007736,-0.00029779465527445486,-0.0009141318061254488,-0.004606618050178207,0.005748127104752877,0.0004851082330077361
1989-06-05,-0.02188510823300774,0.0004351927820733206,-0.0022343732861847716,-6.271439910957716e-05,-0.0005682796489545477,0.0004851082330077361
1989-06-07,-0.02856852274607281,0.0016049767742510167,-0.005448701682519649,0.000750318048195097,-0.004050497847169245,0.0002685227460728079
1989-06-08,0.024514891766992265,-0.00576628870628687,0.0145296003135096,0.001038454575512198,-0.00221752029257212,0.0004851082330077361
1989-06-09,0.007114891766992264,0.004385107328158653,-0.0010345879691864655,-0.006226764679022431,0.0074986198397248745,0.0004851082330077361
1989-06-10,0.0066148917669922635,0.0076868862467452115,0.0007535703878247075,-0.005583001528676749,0.006260623020620859,0.0004851082330077361
1989-06-12,0.009814891766992264,-0.0005494808945622287,0.0030638503393529207,-0.001283327703453416,-0.003630832744668574,0.0004851082330077361
1989-06-13,-0.000985108233007736,-0.0012318939719337277,-0.006177047180106454,0.00036543698664347614,0.004259825723839126,0.0004851082330077361
1989-06-14,0.010714891766992266,-0.006253281121292228,0.004326753163139938,-0.0007218518964303561,-0.0035970732463501045,0.0004851082330077361
1989-06-15,-0.001085108233007736,0.004017490562565601,-0.001641344667830332,-0.007490399364896238,7.725796953903332e-05,0.0004851082330077361
1989-06-16,-0.017185108233007736,0.010749026300570015,-0.00625434450989622,-0.01781604754467488,0.004141417044926592,0.0004851082330077361
1989-06-17,-0.004885108233007736,3.385084876445304e-05,-0.0018783408195315993,-0.003395910801686312,0.0012827337371082458,0.0004851082330077361
1989-06-19,-0.016485108233007736,0.0029002577828090904,-0.0026489964572853717,-0.0051643070108033946,0.002347292269670438,0.0004851082330077361
1989-06-20,0.012414891766992264,-0.003091811947884117,0.008464643482505215,-0.0015690685975329483,-0.003954102901932164,0.0004851082330077361
1989-06-21,-0.004585108233007736,-0.0006376206544129549,-0.003627389219059309,0.0026695068467634357,-0.0003993390138397161,0.0004851082330077361
1989-06-22,-0.009963824852839477,0.0013818178680537613,-0.0002694408855517605,-0.0028398003820119463,0.00010870679242121033,0.0003638248528394783
1989-06-23,-0.008085108233007735,-0.0031688065986301573,-0.004088996812104493,-0.0041624634848738675,0.0009824502810472611,0.0004851082330077361
1989-06-24,-0.0008851082330077361,-0.003031330609591413,0.000556144382539595,-0.0023066765987664393,0.001581990538373283,0.0004851082330077361
1989-06-26,-0.006085108233007737,0.0032874178149773833,-0.0024973385795666516,-0.00023999216694218757,-0.0014758324201419783,0.0004851082330077361
1989-06-27,-0.004085108233007736,-0.004639400104978589,0.0013921832653821875,0.0012548846119820704,-0.00035686711918090155,0.0004851082330077361
1989-06-28,-0.015285108233007737,0.002733383500321729,-0.0004123317082556626,-0.0013935602560132647,0.0029274571507367075,0.0004851082330077361
1989-06-29,-0.002985108233007736,0.0012746289731339672,0.003923281464144017,-0.0027817557981571943,0.006777347263493116,0.0004851082330077361
1989-06-30,-0.011685108233007738,-0.0022639117950420565,0.0017125324875687789,-0.007410133112675015,0.003626974848317778,0.0004851082330077361
1989-07-01,-0.010185108233007736,0.0013792148369151578,0.0009271613763918649,-0.0007632623529307443,0.0022784121573419143,0.0004851082330077361
1989-07-03,0.022714891766992262,-0.0024756250192918047,0.008297444838513237,0.010912836104707956,-0.0068330332381501754,0.0004851082330077361
1989-07-04,0.010214891766992265,-6.765084497546666e-05,-0.001957571039804813,-0.0022292556581577708,-0.0012301691440064298,0.0004851082330077361
1989-07-05,-0.0015851082330077362,-0.0002086880420531273,-0.005295350147047961,0.00474723099355411,-0.007247543317693053,0.0004851082330077361
1989-07-06,-0.012185108233007735,0.0011619258939303554,-0.0029860191930713726,-0.0015408916969822375,0.004344323116201173,0.0004851082330077361
1989-07-07,0.015714891766992267,-0.0032996316378946147,0.0038526484393776273,0.00039743066103457847,-0.003524423203821953,0.0004851082330077361
1989-07-08,-0.005985108233007737,-0.0009412039060587617,-0.0016834325475096872,-0.0013467584264556035,0.0004648445745670713,0.0004851082330077361
1989-07-10,-0.004685108233007736,-0.00023672768230586464,0.0006921621219101335,-0.0016100577884372675,0.0063260877486293315,0.0004851082330077361
1989-07-11,0.015214891766992266,-0.0013376601763890148,0.006356364808816328,0.0026557296891399455,-0.0008389627006750063,0.0004851082330077361
1989-07-12,0.008414891766992264,-0.0023564330023871445,0.0011286332042195462,-0.004709086739568439,0.00498279975154182,0.0004851082330077361
1989-07-13,-0.0008851082330077361,0.0013492562129421405,-0.0008070332482800248,-0.0026695411643687973,0.007807155867021844,0.0004851082330077361
1989-07-14,-0.0008851082330077361,-0.003558411505455729,0.0010179729290710725,-0.0033168013879835744,0.005665503982828314,0.0004851082330077361
1989-07-15,0.013014891766992265,-0.013620167666275567,0.008870090069825769,0.003005623286391805,-0.00172439574245499,0.0004851082330077361
1989-07-18,0.002514891766992264,-0.003354187173944276,0.006580290154269303,0.008392992996745521,-0.0033003760120953736,0.0004851082330077361
1989-07-19,-0.007585108233007736,0.005170329795889929,0.0003332308394560996,-0.0016203738730099938,-0.00321944530584343,0.0004851082330077361
1989-07-20,0.001696531113527753,-0.0017417750458729694,-0.0014616374031284917,0.0004380756274951663,-0.0027535326825446835,0.0004034688864722469
1989-07-21,-0.0036201222719220187,-0.000287873541583309,-0.0031581110820188074,-0.00036280417063020744,-0.002481715325986302,0.0003201222719220187
1989-07-22,-0.005787027936937801,0.00036204638030713543,1.860337866686334e-05,0.0010875316055975774,-0.0002484706662605196,0.0002870279369378004
1989-07-24,-0.0029675022437634624,-0.005688565909931518,0.0016207671040979806,0.00026486027269944225,-0.0014021911942407855,0.0004675022437634624
1989-07-25,0.009232497756236538,-0.0057566281780391014,0.004689366551408933,-0.002556976573046268,-0.0005894740715313169,0.0004675022437634624
1989-07-26,-0.0027675022437634623,-0.0012833373318156009,0.0011862810864154338,-0.003954954378325471,-0.0014019617741649637,0.0004675022437634624
1989-07-27,-0.005267502243763462,0.005144508025644724,-0.0033698930782985765,-0.002532354082437005,0.0032584239311409116,0.0004675022437634624
1989-07-28,0.004828970331628797,-0.00458244402908383,0.0016378830873924103,0.0036528438957765365,0.0004353375546544704,0.0004710296683712034
1989-07-29,-0.0037675022437634624,-0.0004363047568990198,-0.0025704565870135762,-0.00453375266258277,0.005298056117957063,0.0004675022437634624
1989-07-31,0.0008324977562365376,-0.0024731598838158165,-0.00026202867695702427,0.005568783288327337,-0.0046285516194677166,0.0004675022437634624
